mode	flight_number	callsign	aircraft_model_code	aircraft_model_description	aircraft_registration	airline_name	airline_iata	airline_icao	flight_origin_code_iata	flight_origin_code_icao	flight_origin_name	flight_origin_time_offset	flight_destination_code_iata	flight_destination_code_icao	flight_destination_name	flight_destination_time_offset	flight_departure_scheduled	flight_departure_real	flight_arrival_scheduled	flight_arrival_real	flight_duaration
arrivals	B6224	JBU224	A321	Airbus A321-231	N946JL	JetBlue Airways	B6	JBU	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558364760	1558365604.0	1558385100	1558383157.0	17580.0
arrivals	AA2	AAL2	A321	Airbus A321-231	N111ZM	American Airlines	AA	AAL	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558364400	1558403012.0	1558385100	1558420826.0	17820.0
arrivals	QF11	QFA11	B789	Boeing 787-9 Dreamliner	VH-ZNB	Qantas	QF	QFA	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558365600	1558367731.0	1558384800	1558383904.0	16200.0
arrivals	IG901	ISS901	A332	Airbus A330-202	EI-GFX	Air Italy	IG	ISS	MXP	LIMC	Milan Malpensa Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558350900	1558353497.0	1558384800	1558383350.0	29880.0
arrivals	VS127	VIR127	B744	Boeing 747-4Q8	G-VBIG	Virgin Atlantic	VS	VIR	MAN	EGCC	Manchester Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558356600	1558356981.0	1558384800	1558381790.0	24780.0
arrivals	AF32	AFR032	B772	Boeing 777-228(ER)	F-GSPA	Air France	AF	AFR	ORY	LFPO	Paris Orly Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558354500	1558356424.0	1558384800	1558383455.0	27060.0
arrivals	B61528	JBU1528	A321	Airbus A321-231	N999JQ	JetBlue Airways	B6	JBU	POP	MDPP	Puerto Plata Gregorio Luperon International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371000	1558372024.0	1558384740	1558383074.0	11040.0
arrivals	B6719	JBU719	E190	Embraer ERJ-190AR	N309JB	JetBlue Airways	B6	JBU	BOS	KBOS	Boston Logan International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375140	1558375140.0	1558384560	1558347077.0	-28080.0
arrivals	NH10	ANA10	B77W	Boeing 777-381(ER)	JA785A	All Nippon Airways	NH	ANA	NRT	RJAA	Tokyo Narita International Airport	32400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558338000	1558339040.0	1558384500	1558384519.0	45480.0
arrivals	WS1680	WJA1680	B737	Boeing 737-7CT	C-FLWJ	WestJet	WS	WJA	YYC	CYYC	Calgary International Airport	-21600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558367700	1558367905.0	1558384440	1558382888.0	15000.0
arrivals	N930YZ	N930YZ			N930YZ	Novair	N9	NVR	PNE	KPNE	Philadelphia Northeast Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381500	1558390800.0	1558384323		
arrivals	DL1258	DAL1258	A333	Airbus A330-302	N828NW	Delta Air Lines	DL	DAL	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558364100	1558365073.0	1558384320	1558382188.0	17100.0
arrivals	KL645	KLM95R	B789	Boeing 787-9 Dreamliner	PH-BHD	KLM	KL	KLM	AMS	EHAM	Amsterdam Schiphol Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558355400	1558359034.0	1558384200	1558384883.0	25860.0
arrivals	AA4532	RPA4532	E75L	Embraer ERJ-175LR	N414YX	American Eagle	AA	AAL	DCA	KDCA	Washington Ronald Reagan National Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558378080	1558378936.0	1558384140	1558381861.0	2940.0
arrivals	SU102	AFL102	B77W	Boeing 777-3M0(ER)	VQ-BQE	Aeroflot	SU	AFL	SVO	UUEE	Moscow Sheremetyevo International Airport	10800	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558350900	1558352164.0	1558384094	1558386533.0	34380.0
arrivals	B62536	JBU2536	A320	Airbus A320-232	N806JB	JetBlue Airways	B6	JBU	STI	MDST	Santiago de los Caballeros Cibao International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558372260	1558371871.0	1558384089	1558383257.0	11400.0
arrivals	B61202	JBU1202	A321	Airbus A321-231	N955JB	JetBlue Airways	B6	JBU	FLL	KFLL	Fort Lauderdale Hollywood International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558372920	1558373503.0	1558384020	1558382261.0	8760.0
arrivals	AA2458		738			American Airlines	AA	AAL	SAN	KSAN	San Diego International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558363800		1558383900		
arrivals	AF6	AFR006	A388	Airbus A380-861	F-HPJJ	Air France	AF	AFR	CDG	LFPG	Paris Charles de Gaulle Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558353600	1558358789.0	1558383900	1558384357.0	25560.0
arrivals	VS153	VIR153	A346	Airbus A340-642	G-VFIT	Virgin Atlantic	VS	VIR	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558355400	1558356190.0	1558383900	1558382403.0	26220.0
arrivals	5Y8869	GTI8869	B744	Boeing 747-47U(F)	N412MC	Atlas Air	5Y	GTI	ORD	KORD	Chicago O'Hare International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558373100	1558378350.0	1558383660	1558384257.0	5880.0
arrivals	DL3778	SKW3778	E75L	Embraer ERJ-175LR	N270SY	Delta Connection	DL	DAL	CLT	KCLT	Charlotte Douglas International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375800	1558386687.0	1558383660	1558392118.0	5460.0
arrivals	B6788	JBU0788	A320	Airbus A320-232	N805JB	JetBlue Airways	B6	JBU	SXM	TNCM	Sint Maarten Princess Juliana International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558370040	1558371609.0	1558383610	1558385136.0	13500.0
arrivals	DL1900	DAL1900	B738	Boeing 737-832	N3736C	Delta Air Lines	DL	DAL	ATL	KATL	Atlanta Hartsfield-Jackson International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374960	1558376144.0	1558383540	1558382779.0	6660.0
arrivals	AA3957	ENY3957	E135	Embraer ERJ-140LR	N813AE	American Eagle	AA	AAL	YYZ	CYYZ	Toronto Pearson International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376820	1558377097.0	1558383540	1558381575.0	4500.0
arrivals	DL302	DAL302	B739	Boeing 737-932(ER)	N806DN	Delta Air Lines	DL	DAL	SJU	TJSJ	San Juan Luis Munoz Marin International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371480	1558371684.0	1558383515	1558383599.0	11940.0
arrivals	B626	JBU26	E190	Embraer ERJ-190AR	N339JB	JetBlue Airways	B6	JBU	TPA	KTPA	Tampa International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558373400	1558376350.0	1558383480	1558384729.0	8400.0
arrivals	DL2070	DAL2070	B752	Boeing 757-2Q8	N706TW	Delta Air Lines	DL	DAL	SEA	KSEA	Seattle Tacoma International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558363200	1558372607.0	1558383300	1558389516.0	16920.0
arrivals	DL3373	EDV3373	CRJ2	Bombardier CRJ-200LR	N8943A	Delta Connection	DL	DAL	BTV	KBTV	Burlington International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558378080	1558378308.0	1558383300	1558382326.0	4020.0
arrivals	DL5223	EDV5223	CRJ9	Bombardier CRJ-900LR	N349PQ	Delta Connection	DL	DAL	BUF	KBUF	Buffalo Niagara International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558377900	1558378653.0	1558383180	1558382501.0	3840.0
arrivals	XL1438	LNE1438	B763	Boeing 767-316(ER)	CC-BDA	LATAM Chile	XL	LAN	GYE	SEGU	Guayaquil International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558359900	1558361084.0	1558383000	1558382947.0	21840.0
arrivals	DL1236	DAL1236	B738	Boeing 737-832	N392DA	Delta Air Lines	DL	DAL	SAN	KSAN	San Diego International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558362600	1558363482.0	1558382880	1558379633.0	16140.0
arrivals	DL5537	EDV5537	CRJ9	Bombardier CRJ-900LR	N329PQ	Delta Connection	DL	DAL	YYZ	CYYZ	Toronto Pearson International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376040	1558376835.0	1558382520		
arrivals	AA200		738			American Airlines	AA	AAL	LAS	KLAS	Las Vegas McCarran International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558363800		1558382400		
arrivals	EY101	ETD11B	A388	Airbus A380-861	A6-APF	Etihad Airways	EY	ETD	AUH	OMAA	Abu Dhabi International Airport	14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558330500	1558334377.0	1558382400	1558382773.0	48420.0
arrivals	BA177	BAW04A	B744	Boeing 747-436	G-CIVL	British Airways (Oneworld livery)	BA	BAW	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558354200	1558355476.0	1558382400	1558381344.0	25860.0
arrivals	DL5259	EDV5259	CRJ2	Bombardier CRJ-200LR	N820AY	Delta Connection	DL	DAL	BWI	KBWI	Baltimore Washington International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558377120	1558379757.0	1558382340	1558382653.0	2880.0
arrivals	B6485	JBU485	E190	Embraer ERJ-190AR	N292JB	JetBlue Airways	B6	JBU	ROC	KROC	Rochester International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376880	1558376928.0	1558382280	1558380325.0	3420.0
arrivals	AZ604	AZA604	A332	Airbus A330-202	EI-DIP	Alitalia	AZ	AZA	MXP	LIMC	Milan Malpensa Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558348500	1558349339.0	1558382100	1558378817.0	29460.0
arrivals	B61630	JBU1630	A320	Airbus A320-232	N603JB	JetBlue Airways (JetBlue Vacations Livery)	B6	JBU	RSW	KRSW	Southwest Florida International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371600	1558371758.0	1558382040	1558380537.0	8760.0
arrivals	AA3447	ENY3447	E135	Embraer ERJ-140LR	N824AE	American Eagle	AA	AAL	YUL	CYUL	Montreal Pierre Elliott Trudeau Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375800	1558377564.0	1558382040	1558381916.0	4380.0
arrivals	DL211	DAL211	B764	Boeing 767-432(ER)	N843MH	Delta Air Lines	DL	DAL	PRG	LKPR	Prague Vaclav Havel Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558351800	1558353258.0	1558381972	1558383683.0	30420.0
arrivals	B6766	JBU766	A320	Airbus A320-232	N779JB	JetBlue Airways (Bluericua Livery)	B6	JBU	GCM	MWCR	George Town Owen Roberts International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558369620	1558369166.0	1558381831	1558381007.0	11820.0
arrivals	DL475	DAL475	B763	Boeing 767-332(ER)	N185DN	Delta Air Lines	DL	DAL	VCE	LIPZ	Venice Marco Polo Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558351200	1558358110.0	1558381804	1558389501.0	31380.0
arrivals	KU117	KAC117	B77W	Boeing 777-369(ER)	9K-AOM	Kuwait Airways	KU	KAC	KWI	OKBK	Kuwait International Airport	10800	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558332300	1558334014.0	1558381800	1558379022.0	45000.0
arrivals	AS670	ASA670	B738	Boeing 737-890	N523AS	Alaska Airlines	AS	ASA	SJC	KSJC	San Jose International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558362600	1558363309.0	1558381800	1558381506.0	18180.0
arrivals	AA3461	ENY3461	E135	Embraer ERJ-140LR	N817AE	American Eagle	AA	AAL	PIT	KPIT	Pittsburgh International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375680	1558376932.0	1558381800	1558381216.0	4260.0
arrivals	DL6082	RPA6082	E170	Embraer ERJ-170SU	N873RW	Delta Connection	DL	DAL	BOS	KBOS	Boston Logan International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376400	1558378797.0	1558381680	1558381677.0	2880.0
arrivals	DL3365	EDV3365	CRJ9	Bombardier CRJ-900LR	N295PQ	Delta Connection	DL	DAL	RDU	KRDU	Raleigh-Durham International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374900	1558375885.0	1558381680	1558380018.0	4140.0
arrivals	LX14	SWR14E	A333	Airbus A330-343	HB-JHH	Swiss	LX	SWR	ZRH	LSZH	Zurich Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558349700	1558351738.0	1558381500	1558381389.0	29640.0
arrivals	AA1327	AAL1327	B738	Boeing 737-823	N913NN	American Airlines	AA	AAL	CUN	MMUN	Cancun International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558368000	1558369510.0	1558381500	1558381596.0	12060.0
arrivals	AS628	ASA628	B739	Boeing 737-990(ER)	N435AS	Alaska Airlines	AS	ASA	SEA	KSEA	Seattle Tacoma International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558361100	1558361738.0	1558381200	1558378640.0	16920.0
arrivals	KL641	KLM641	B744	Boeing 747-406	PH-BFN	KLM	KL	KLM	AMS	EHAM	Amsterdam Schiphol Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558351200	1558353561.0	1558381200	1558379922.0	26340.0
arrivals	DL445	DAL445	A333	Airbus A330-323	N820NW	Delta Air Lines	DL	DAL	FCO	LIRF	Rome Leonardo da Vinci Fiumicino Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558349400	1558350072.0	1558381160	1558382095.0	32040.0
arrivals	B6282	JBU282	A320	Airbus A320-232	N561JB	JetBlue Airways	B6	JBU	HOU	KHOU	Houston William P. Hobby Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558367580	1558367888.0	1558381020	1558379511.0	11640.0
arrivals	B6124	JBU124	A321	Airbus A321-231	N937JB	JetBlue Airways	B6	JBU	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558360800	1558362690.0	1558380960	1558380174.0	17460.0
arrivals	AA118	AAL118	A321	Airbus A321-231	N103NN	American Airlines	AA	AAL	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558360800	1558361451.0	1558380840	1558378458.0	16980.0
arrivals	DL2713	DAL2713	B739	Boeing 737-932(ER)	N830DN	Delta Air Lines	DL	DAL	PDX	KPDX	Portland International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558361040	1558361920.0	1558380660	1558379108.0	17160.0
arrivals	LO33	LOT33	B788	Boeing 787-8 Dreamliner	SP-LRB	LOT	LO	LOT	BUD	LHBP	Budapest Ferenc Liszt International Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558345500	1558347179.0	1558380600	1558378036.0	30840.0
arrivals	DL433	DAL433	A320	Airbus A320-212	N378NW	Delta Air Lines	DL	DAL	MSY	KMSY	New Orleans Louis Armstrong International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558368900	1558378531.0	1558380540	1558388258.0	9720.0
arrivals	B616	JBU16	A321	Airbus A321-231	N945JT	JetBlue Airways	B6	JBU	SFO	KSFO	San Francisco International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558359600	1558360641.0	1558380540	1558378166.0	17520.0
arrivals	4O2996	AIJ2996	A320	Airbus A320-214	XA-WAB	Interjet	4O	AIJ	MEX	MMMX	Mexico City International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558363500	1558366899.0	1558380300	1558382627.0	15720.0
arrivals	LH410	DLH410	A346	Airbus A340-642	D-AIHL	Lufthansa	LH	DLH	MUC	EDDM	Munich Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558347900	1558350243.0	1558380300	1558380327.0	30060.0
arrivals	DL5547	EDV5547	CRJ9	Bombardier CRJ-900LR	N195PQ	Delta Connection	DL	DAL	ORD	KORD	Chicago O'Hare International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371900	1558373297.0	1558380240	1558379777.0	6480.0
arrivals	DL1274	DAL1274	A320	Airbus A320-211	N329NW	Delta Air Lines	DL	DAL	MIA	KMIA	Miami International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558368900	1558369817.0	1558380240	1558378641.0	8820.0
arrivals	AA3952	ENY3952	E145	Embraer ERJ-145LR	N668HH	American Eagle	AA	AAL	BNA	KBNA	Nashville International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371060	1558371713.0	1558380240	1558379871.0	8160.0
arrivals	MS985	MSR985	B77W	Boeing 777-36N(ER)	SU-GDR	EgyptAir	MS	MSR	CAI	HECA	Cairo International Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558336800	1558338647.0	1558379700	1558379238.0	40620.0
arrivals	DL3433	EDV3433	CRJ9	Bombardier CRJ-900LR	N935XJ	Delta Connection	DL	DAL	IND	KIND	Indianapolis International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371900	1558375176.0	1558379700	1558381342.0	6180.0
arrivals	DL1467	DAL1467	B752	Boeing 757-2Q8	N712TW	Delta Air Lines	DL	DAL	SFO	KSFO	San Francisco International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558358700	1558360228.0	1558379640	1558377779.0	17580.0
arrivals	AA2731	AAL2731	B738	Boeing 737-823	N834NN	American Airlines	AA	AAL	CLT	KCLT	Charlotte Douglas International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558372380	1558373092.0	1558379520	1558377927.0	4860.0
arrivals	DL5250	EDV5250	CRJ9	Bombardier CRJ-900LR	N607LR	Delta Connection	DL	DAL	DCA	KDCA	Washington Ronald Reagan National Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558373340	1558376729.0	1558379160	1558379511.0	2760.0
arrivals	EI111	EIN11H	B752	Boeing 757-2Q8	EI-LBS	Aer Lingus	EI	EIN	SNN	EINN	Shannon Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558352700	1558353543.0	1558379100		
arrivals	DL3400	EDV5422	CRJ9	Bombardier CRJ-900LR	N330PQ	Delta Connection	DL	DAL	SAV	KSAV	Savannah Hilton Head International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558370700	1558379261.0	1558378920		
arrivals	AA25	AAL25	B738	Boeing 737-823	N903AN	American Airlines	AA	AAL	ORD	KORD	Chicago O'Hare International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558370400	1558371503.0	1558378920	1558377315.0	5820.0
arrivals	QR701	QTR701	A35K	Airbus A350-1041	A7-ANB	Qatar Airways	QR	QTR	DOH	OTHH	Doha Hamad International Airport	10800	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558329300	1558331293.0	1558378800	1558377497.0	46200.0
arrivals	DL1627	DAL1627	A321	Airbus A321-211	N329DN	Delta Air Lines	DL	DAL	FLL	KFLL	Fort Lauderdale Hollywood International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558367940	1558368796.0	1558378800	1558377402.0	8580.0
arrivals	DL1278	DAL1278	B763	Boeing 767-332(ER)	N191DN	Delta Air Lines	DL	DAL	SLC	KSLC	Salt Lake City International Airport	-21600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558362120	1558363358.0	1558378800	1558377212.0	13860.0
arrivals	B6268	JBU268	A321	Airbus A321-231	N948JB	JetBlue Airways	B6	JBU	PUJ	MDPC	Punta Cana International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558364220	1558364165.0	1558378740	1558375821.0	11640.0
arrivals	DL731	DAL731	A319	Airbus A319-114	N318NB	Delta Air Lines	DL	DAL	PBI	KPBI	West Palm Beach International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558368000	1558368671.0	1558378680	1558377137.0	8460.0
arrivals	AM402	AMX402	B738	Boeing 737-852	XA-MIA	Aeromexico	AM	AMX	MEX	MMMX	Mexico City International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558362600	1558363472.0	1558378678	1558379156.0	15660.0
arrivals	DL1479	DAL1479	A320	Airbus A320-211	N332NW	Delta Air Lines	DL	DAL	TPA	KTPA	Tampa International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558368600	1558369739.0	1558378620	1558378296.0	8580.0
arrivals	AA3846	ENY3846	E135	Embraer ERJ-140LR	N846AE	American Eagle	AA	AAL	ORF	KORF	Norfolk International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558372620	1558374410.0	1558378500	1558377547.0	3120.0
